system:index,Area (sq m),From Class,To Class,.geo
406,15708.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
407,307773.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
408,693685.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,1809128.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
410,141329.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,2.6427979E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,1654905.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,984573.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
414,5325951.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
415,1292933.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,3535906.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
417,2.4067934E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
427,495742.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
428,118147.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
435,1641812.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
436,3737474.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
437,469105.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
438,261912.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
439,5885885.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
440,47110.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
441,2.2135942E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
442,3019324.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
443,1.3694359E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
444,1.8794154E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
445,9567587.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
446,1.8974506E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
447,3.5051542E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
458,55947.0,WETLANDS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
459,1282810.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
460,23691.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
461,437768.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
462,149268.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
463,39278.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
464,908638.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
465,31569.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
466,1355514.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
467,23649.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
468,832285.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
469,110328.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
470,5540011.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
479,102588.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
480,804870.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
481,299306.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
482,267303.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
483,55461.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
484,78538.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
485,443002.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
486,1.0496838E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
487,1.250021E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
488,2656931.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
489,1022571.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
490,2228543.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
491,3162128.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
502,2.6598991E7,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
503,355628.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
504,120751.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
505,150686.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
506,449700.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
507,766912.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
508,412738.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
509,370907.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
510,3582552.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
520,724928.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
521,2815916.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
522,55327.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
523,4202246.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
524,23554.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
525,4.5773971E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
526,1533913.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
527,5638573.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
528,1.0502826E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
529,9870377.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
530,6881595.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
531,5.945306E7,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
541,275245.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
542,126955.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
543,47230.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
544,399983.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
545,15760.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
546,31430.0,ARTIFICIAL SURFACES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
547,196995.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
548,1147745.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
549,6041598.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
550,2150782.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
551,765002.0,AGRICULTURAL AREAS,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
560,7858.0,WATER BODIES,FOREST AND SEMI[1]NATURAL AREAS,"{""type"":""MultiPoint"",""coordinates"":[]}"
561,39665.0,AGRICULTURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
562,15878.0,AGRICULTURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
563,23816.0,FOREST AND SEMI[1]NATURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
564,31732.0,FOREST AND SEMI[1]NATURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
566,246110.0,WATER BODIES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
567,32008.0,ARTIFICIAL SURFACES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
568,367369.0,ARTIFICIAL SURFACES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
569,326619.0,AGRICULTURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
570,252656.0,AGRICULTURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
571,1686497.0,FOREST AND SEMI[1]NATURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
574,24004.0,WATER BODIES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
575,39391.0,WATER BODIES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
576,15743.0,AGRICULTURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
577,7877.0,AGRICULTURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
578,15743.0,AGRICULTURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
579,47285.0,AGRICULTURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
581,238240.0,WATER BODIES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
582,63719.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
583,95583.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
584,9046691.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
585,436124.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
586,1093655.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
587,15802.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
588,293655.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
589,111098.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
590,39186.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
591,2009393.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
592,174580.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
593,1.3843545E7,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
594,181260.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
595,189989.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
597,5033775.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
598,765552.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
599,23601.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
600,196832.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
601,323261.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
602,127003.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
603,1105553.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
604,102947.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
605,15804.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
606,1015894.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
607,55105.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
608,1563861.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
609,23614.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
611,15679.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
612,48010.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
613,72007.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
614,71941.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
615,64004.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
616,135883.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
617,3022841.0,WETLANDS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
620,117692.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
621,79508.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
622,8085.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
623,878037.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
624,1003729.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
625,7903.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
626,929031.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
627,541083.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
628,23641.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
629,71380.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
630,1.1310294E7,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
631,867938.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
632,2439477.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
633,4892188.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
634,1178.0,WETLANDS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
635,248260.0,WETLANDS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
