system:index,Area (sq m),From Class,To Class,.geo
348,46284.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,6684.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
352,26724.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
353,692278.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,2.2952324E7,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,273698.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,98682.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
357,13169.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,72484.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,2.6609542E7,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,4461528.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,13618.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,3689105.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,5854687.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,20104.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,60964.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,159045.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,482415.0,WETLANDS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
