system:index,Area (sq m),From Class,To Class,.geo
340,649359.0,FOREST AND SEMI[1]NATURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,4457.0,FOREST AND SEMI[1]NATURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,58611.0,WATER BODIES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,7117.0,ARTIFICIAL SURFACES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,6231.0,ARTIFICIAL SURFACES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,77597.0,AGRICULTURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,15283.0,FOREST AND SEMI[1]NATURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,42472.0,FOREST AND SEMI[1]NATURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
351,185287.0,FOREST AND SEMI[1]NATURAL AREAS,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,12803.0,WATER BODIES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,13395.0,WATER BODIES,WETLANDS,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,12300.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,121717.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,18997.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,25183.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,4016967.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,2225543.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,302922.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,12839.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,3450621.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,1796352.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,223757.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,244746.0,AGRICULTURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,160920.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,198619.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
371,83013.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,96677.0,WETLANDS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,319877.0,WETLANDS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,100.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
377,25536.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,77214.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,110677.0,WETLANDS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
381,6116.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
382,6341.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
383,2909.0,ARTIFICIAL SURFACES,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,12277.0,FOREST AND SEMI[1]NATURAL AREAS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,13458.0,WETLANDS,WATER BODIES,"{""type"":""MultiPoint"",""coordinates"":[]}"
